# emoji	name	group	subgroup	version	codes	terms
🥶	cold face	Smileys & Emotion	face-unwell	11.0	diwen,dw,bingleng,bl,leng,dong,duosuo,ds,hanleng,hl,biaoqing,bq,xiaolian,xl,qinggan,qg,bushufu,bsf,shengbing,sb,coldface,cold,face,smileysemotion,faceunwell	低温|冰冷|冷|冻|哆嗦|寒冷|表情|笑脸|情感|不舒服|生病
🥴	woozy face	Smileys & Emotion	face-unwell	11.0	buxihuan,bxh,yun,yunche,yc,hutu,ht,taoyan,ty,mihu,mh,guilian,gl,biaoqing,bq,xiaolian,xl,qinggan,qg,bushufu,bsf,shengbing,sb,woozyface,woozy,face,smileysemotion,faceunwell	不喜欢|晕|晕车|糊涂|讨厌|迷糊|鬼脸|表情|笑脸|情感|不舒服|生病
😵	face with crossed-out eyes	Smileys & Emotion	face-unwell	0.6	budong,bd,wuming,wm,tainan,tn,tainanle,tnl,haonan,hn,kanbudong,kbd,tingbudong,tbd,biaoqing,bq,xiaolian,xl,qinggan,qg,bushufu,bsf,shengbing,sb,facewithcrossedouteyes,face,crossed,out,eyes,facecrossed,crossedout,outeyes,smileysemotion,faceunwell	不懂|唔明|太难|太难了|好难|看不懂|听不懂|表情|笑脸|情感|不舒服|生病
😵‍💫	face with spiral eyes	Smileys & Emotion	face-unwell	13.1	budong,bd,wuming,wm,tainan,tn,haonan,hn,yun,weishuixing,wsx,weifenxing,wfx,meishuixing,msx,kanbudong,kbd,diwuming,dwm,nan,biaoqing,bq,xiaolian,xl,qinggan,qg,bushufu,bsf,shengbing,sb,facewithspiraleyes,face,spiral,eyes,facespiral,spiraleyes,smileysemotion,faceunwell	不懂|唔明|太难|好难|晕|未睡醒|未瞓醒|没睡醒|看不懂|睇唔明|难|表情|笑脸|情感|不舒服|生病
🤯	exploding head	Smileys & Emotion	face-unwell	5.0	kepa,kp,tianna,tn,tiana,ta,zhuakuang,zk,zhale,zl,baozha,bz,fakuang,fk,biaoqing,bq,xiaolian,xl,qinggan,qg,bushufu,bsf,shengbing,sb,explodinghead,exploding,head,smileysemotion,faceunwell	可怕|天呐|天啊|抓狂|炸了|爆炸|发狂|表情|笑脸|情感|不舒服|生病
🤠	cowboy hat face	Smileys & Emotion	face-hat	3.0	niuzai,nz,xibuniuzai,xbnz,biaoqing,bq,xiaolian,xl,qinggan,qg,maozi,mz,cowboyhatface,cowboy,hat,face,cowboyhat,hatface,smileysemotion,facehat	牛仔|西部牛仔|表情|笑脸|情感|帽子
🥳	partying face	Smileys & Emotion	face-hat	11.0	laladui,lld,hecai,hc,qingzhu,qz,huanhu,hh,zhuhe,zh,kaixin,kx,gaoxing,gx,paidui,pd,biaoqing,bq,xiaolian,xl,qinggan,qg,maozi,mz,partyingface,partying,face,smileysemotion,facehat	啦啦队|喝采|庆祝|欢呼|祝贺|开心|高兴|派对|表情|笑脸|情感|帽子
🥸	disguised face	Smileys & Emotion	face-hat	13.0	jiamian,jm,weizhuang,wz,xuwei,xw,biaoqing,bq,xiaolian,xl,qinggan,qg,maozi,mz,disguisedface,disguised,face,smileysemotion,facehat	假面|伪装|虚伪|表情|笑脸|情感|帽子
😎	smiling face with sunglasses	Smileys & Emotion	face-glasses	1.0	bucuo,bc,keqi,kq,xing,xiexie,xx,ku,kuxuan,kx,kuxuankuangzhuai,kxkz,mojing,mj,shuai,kaixin,gaoxing,gx,kuaile,kl,weixiao,wx,biaoqing,bq,xiaolian,xl,qinggan,qg,yanjing,yj,smilingfacewithsunglasses,smiling,face,sunglasses,smilingface,facesunglasses,smileysemotion,faceglasses	不错|客气|行|谢谢|酷|酷炫|酷炫狂跩|墨镜|帅|开心|高兴|快乐|微笑|表情|笑脸|情感|眼镜
🤓	nerd face	Smileys & Emotion	face-glasses	1.0	guaihaizi,ghz,haoxuesheng,hxs,xuesheng,xs,shudaizi,sdz,kanshu,ks,zhishifenzi,zsfz,dushu,ds,dushuren,dsr,biaoqing,bq,xiaolian,xl,qinggan,qg,yanjing,yj,ku,nerdface,nerd,face,smileysemotion,faceglasses	乖孩子|好学生|学生|书呆子|看书|知识份子|读书|读书人|表情|笑脸|情感|眼镜|酷
🧐	face with monocle	Smileys & Emotion	face-glasses	5.0	zaixi,zx,jiancha,jc,yanjiu,yj,renzhen,rz,biaoqing,bq,xiaolian,xl,qinggan,qg,yanjing,ku,facewithmonocle,face,monocle,facemonocle,smileysemotion,faceglasses	仔细|检察|研究|认真|表情|笑脸|情感|眼镜|酷
😕	confused face	Smileys & Emotion	face-concerned	1.0	buyiding,byd,sikao,sk,xiangxiang,xx,meixianghao,mxh,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,confusedface,confused,face,smileysemotion,faceconcerned	不一定|思考|想想|没想好|表情|笑脸|情感|担心|难过
🫤	face with diagonal mouth	Smileys & Emotion	face-concerned	14.0	nheng,nh,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,facewithdiagonalmouth,face,diagonal,mouth,facediagonal,diagonalmouth,smileysemotion,faceconcerned	嗯哼|表情|笑脸|情感|担心|难过
😟	worried face	Smileys & Emotion	face-concerned	1.0	bukeneng,bkn,buhuiba,bhb,shenme,sm,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,worriedface,worried,face,smileysemotion,faceconcerned	不可能|不会吧|𪡃|甚么|表情|笑脸|情感|担心|难过
🙁	slightly frowning face	Smileys & Emotion	face-concerned	1.0	xiaoqi,xq,xiaoqigui,xqg,qinei,qn,suanle,sl,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,slightlyfrowningface,slightly,frowning,face,slightlyfrowning,frowningface,smileysemotion,faceconcerned	小气|小气鬼|气馁|算了|表情|笑脸|情感|担心|难过
☹️	frowning face	Smileys & Emotion	face-concerned	0.7	bushuang,bs,shiwang,sw,rangrenshiwang,rrsw,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,frowningface,frowning,face,smileysemotion,faceconcerned	不爽|失望|让人失望|表情|笑脸|情感|担心|难过
😮	face with open mouth	Smileys & Emotion	face-concerned	1.0	biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,facewithopenmouth,face,open,mouth,faceopen,openmouth,smileysemotion,faceconcerned	哦|喔|噢|表情|笑脸|情感|担心|难过
😯	hushed face	Smileys & Emotion	face-concerned	1.0	wa,wao,wo,yo,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,hushedface,hushed,face,smileysemotion,faceconcerned	哇|哇哦|哇喔|哟|表情|笑脸|情感|担心|难过
😲	astonished face	Smileys & Emotion	face-concerned	0.6	buxiaode,bxd,buqingchu,bqc,buzhidao,bzd,wuzhi,wz,shaa,sa,xiaobude,xbd,renbude,rbd,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,astonishedface,astonished,face,smileysemotion,faceconcerned	不晓得|不清楚|不知道|唔知|啥啊|晓不得|认不得|表情|笑脸|情感|担心|难过
😳	flushed face	Smileys & Emotion	face-concerned	0.6	buxin,bx,biepianwo,bpw,shima,sm,zhendejiade,zdjd,zhendema,zdm,dengyan,dy,mangran,mr,lianhong,lh,ganga,gg,haixiu,hx,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,flushedface,flushed,face,smileysemotion,faceconcerned	不信|别骗我|是吗|真的假的|真的吗|瞪眼|茫然|脸红|尴尬|害羞|表情|笑脸|情感|担心|难过
🫪	distorted face	Smileys & Emotion	face-concerned	17.0	budong,bd,dayanjing,dyj,meidong,md,dengyan,dy,mimang,mm,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,distortedface,distorted,face,smileysemotion,faceconcerned	不懂|大眼睛|没懂|瞪眼|迷茫|表情|笑脸|情感|担心|难过
🥺	pleading face	Smileys & Emotion	face-concerned	11.0	kelian,kl,kenqiu,kq,kenqing,baituo,bt,qiuqiuni,qqn,qiuni,qn,weiqu,wq,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,pleadingface,pleading,face,smileysemotion,faceconcerned	可怜|恳求|恳请|拜托|求求你|求你|委屈|表情|笑脸|情感|担心|难过
🥹	face holding back tears	Smileys & Emotion	face-concerned	14.0	ganren,gr,gandong,gd,ganen,ge,qiu,guiqiu,gq,yanlei,yl,ku,nanguo,ng,cha,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,faceholdingbacktears,face,holding,back,tears,faceholding,holdingback,backtears,smileysemotion,faceconcerned	感人|感动|感恩|求|跪求|眼泪|哭|难过|茶|表情|笑脸|情感|担心
😦	frowning face with open mouth	Smileys & Emotion	face-concerned	1.0	buhuiba,bhb,xia,can,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,frowningfacewithopenmouth,frowning,face,open,mouth,frowningface,faceopen,openmouth,smileysemotion,faceconcerned	不会吧|吓|惨|表情|笑脸|情感|担心|难过
😧	anguished face	Smileys & Emotion	face-concerned	1.0	saizhe,sz,wocao,wc,kao,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,anguishedface,anguished,face,smileysemotion,faceconcerned	塞着|我肏|靠|表情|笑脸|情感|担心|难过
😨	fearful face	Smileys & Emotion	face-concerned	0.6	kepa,kp,taikepa,tkp,haokepa,hkp,jiangui,jg,haipa,hp,kongju,kj,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,fearfulface,fearful,face,smileysemotion,faceconcerned	可怕|太可怕|好可怕|见鬼|害怕|恐惧|表情|笑脸|情感|担心|难过
😰	anxious face with sweat	Smileys & Emotion	face-concerned	0.6	buhaoba,bhb,jiong,haojiong,hj,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,anxiousfacewithsweat,anxious,face,sweat,anxiousface,facesweat,smileysemotion,faceconcerned	不好吧|囧|好囧|表情|笑脸|情感|担心|难过
😥	sad but relieved face	Smileys & Emotion	face-concerned	0.6	bushiba,bsb,han,zhe,nanguo,ng,shangxin,sx,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,sadbutrelievedface,sad,but,relieved,face,sadbut,butrelieved,relievedface,smileysemotion,faceconcerned	不是吧|啊|汗|这|额|难过|伤心|表情|笑脸|情感|担心
😢	crying face	Smileys & Emotion	face-concerned	0.6	bushiba,bsb,zenmehui,zmh,han,zhe,ku,nanguo,ng,shangxin,sx,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,cryingface,crying,face,smileysemotion,faceconcerned	不是吧|呃|啊|怎么会|汗|这|额|哭|难过|伤心|表情|笑脸|情感|担心
😭	loudly crying face	Smileys & Emotion	face-concerned	0.6	ku,kule,kl,kuqi,kq,daku,dk,liulei,ll,lei,yanlei,yl,nanguo,ng,shangxin,sx,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,loudlycryingface,loudly,crying,face,loudlycrying,cryingface,smileysemotion,faceconcerned	哭|哭了|哭泣|大哭|流泪|泪|眼泪|难过|伤心|表情|笑脸|情感|担心
😱	face screaming in fear	Smileys & Emotion	face-concerned	0.6	kepa,kp,xiaren,xr,xiasi,xs,tianna,tn,tiana,ta,kongbu,kb,wodetian,wdt,jianzhile,jzl,jingsong,js,jingkong,jk,haipa,hp,kongju,kj,jianjiao,jj,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,facescreaminginfear,face,screaming,fear,facescreaming,screamingfear,smileysemotion,faceconcerned	可怕|吓人|吓死|天呐|天啊|恐怖|我的天|简直了|惊悚|惊恐|害怕|恐惧|尖叫|表情|笑脸|情感|担心|难过
😖	confounded face	Smileys & Emotion	face-concerned	0.6	wuwu,ww,wuwuwu,www,feile,fl,meile,ml,zale,zl,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,confoundedface,confounded,face,smileysemotion,faceconcerned	呜呜|呜呜呜|废了|没了|砸了|表情|笑脸|情感|担心|难过
😣	persevering face	Smileys & Emotion	face-concerned	0.6	bukan,bk,buyao,by,bujian,bj,taoyan,ty,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,perseveringface,persevering,face,smileysemotion,faceconcerned	不看|不要|不见|讨厌|表情|笑脸|情感|担心|难过
😞	disappointed face	Smileys & Emotion	face-concerned	0.6	bukaixin,bkx,shiwang,sw,meiyisi,mys,wuliao,wl,kun,tingbuxiaqu,tbxq,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,disappointedface,disappointed,face,smileysemotion,faceconcerned	不开心|失望|没意思|无聊|困|听不下去|表情|笑脸|情感|担心|难过
😓	downcast face with sweat	Smileys & Emotion	face-concerned	0.6	buxin,bx,kezhen,kz,haojia,hj,han,zhendema,zdm,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,downcastfacewithsweat,downcast,face,sweat,downcastface,facesweat,smileysemotion,faceconcerned	不信|可真|好假|汗|真的吗|表情|笑脸|情感|担心|难过
😩	weary face	Smileys & Emotion	face-concerned	0.6	bugaoxing,bgx,haonanguo,hng,yaokule,ykl,taoyan,ty,nanguo,ng,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,wearyface,weary,face,smileysemotion,faceconcerned	不高兴|好难过|要哭了|讨厌|难过|表情|笑脸|情感|担心
😫	tired face	Smileys & Emotion	face-concerned	0.6	daomei,dm,xinfan,xf,can,yumen,ym,lei,kun,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,tiredface,tired,face,smileysemotion,faceconcerned	倒楣|心烦|惨|郁闷|累|困|表情|笑脸|情感|担心|难过
🥱	yawning face	Smileys & Emotion	face-concerned	12.0	haqian,hq,dahaqian,dhq,kun,wuliao,wl,biaoqing,bq,xiaolian,xl,qinggan,qg,danxin,dx,nanguo,ng,yawningface,yawning,face,smileysemotion,faceconcerned	哈欠|打哈欠|困|无聊|表情|笑脸|情感|担心|难过
😤	face with steam from nose	Smileys & Emotion	face-negative	0.6	heng,shengqi,sq,cuqi,cq,cha,biaoqing,bq,xiaolian,xl,qinggan,qg,fennu,fn,facewithsteamfromnose,face,steam,from,nose,facesteam,steamfrom,fromnose,smileysemotion,facenegative	哼|生气|粗气|茶|表情|笑脸|情感|愤怒
😡	enraged face	Smileys & Emotion	face-negative	0.6	nu,fahuo,fh,guihuo,gh,shengqi,sq,fennu,fn,biaoqing,bq,xiaolian,xl,qinggan,qg,enragedface,enraged,face,smileysemotion,facenegative	怒|发火|鬼火|生气|愤怒|表情|笑脸|情感
😠	angry face	Smileys & Emotion	face-negative	0.6	xiaoyang,xy,zhaosi,zs,sidingle,sdl,shengqi,sq,fennu,fn,biaoqing,bq,xiaolian,xl,qinggan,qg,angryface,angry,face,smileysemotion,facenegative	小样|找死|死定了|生气|愤怒|表情|笑脸|情感
🤬	face with symbols on mouth	Smileys & Emotion	face-negative	5.0	nidaye,ndy,nimei,nm,nima,nimabi,nmb,mabi,mb,made,md,wocao,wc,gun,guncu,gc,gouniangyangde,gnyd,gouride,grd,gouzazhong,gzz,cao,caonima,cnm,jianren,jr,zazhong,zz,maren,mr,shengqi,sq,fennu,fn,biaoqing,bq,xiaolian,xl,qinggan,qg,facewithsymbolsonmouth,face,symbols,mouth,facesymbols,symbolsmouth,smileysemotion,facenegative	你大爷|你妹|你妈|你妈屄|妈屄|妈的|我肏|滚|滚粗|狗娘养的|狗日的|狗杂种|肏|肏你妈|贱人|杂种|骂人|生气|愤怒|表情|笑脸|情感
😈	smiling face with horns	Smileys & Emotion	face-negative	1.0	heihei,hh,jianxiao,jx,duibudui,dbd,emo,em,xiee,xe,kaixin,kx,gaoxing,gx,kuaile,kl,weixiao,wx,biaoqing,bq,xiaolian,xl,qinggan,qg,shengqi,sq,fennu,fn,smilingfacewithhorns,smiling,face,horns,smilingface,facehorns,smileysemotion,facenegative	嘿嘿|奸笑|对不对|恶魔|邪恶|开心|高兴|快乐|微笑|表情|笑脸|情感|生气|愤怒
👿	angry face with horns	Smileys & Emotion	face-negative	0.6	rihuo,rh,shengqi,sq,guihuo,gh,fennu,fn,biaoqing,bq,xiaolian,xl,qinggan,qg,angryfacewithhorns,angry,face,horns,angryface,facehorns,smileysemotion,facenegative	日火|生气|鬼火|愤怒|表情|笑脸|情感
💀	skull	Smileys & Emotion	face-negative	0.6	tougu,tg,kulou,kl,kuloutou,klt,biaoqing,bq,xiaolian,xl,qinggan,qg,shengqi,sq,fennu,fn,skull,smileysemotion,facenegative	头骨|骷髅|骷髅头|表情|笑脸|情感|生气|愤怒
☠️	skull and crossbones	Smileys & Emotion	face-negative	1.0	youdu,yd,zhiming,zm,biaoqing,bq,xiaolian,xl,qinggan,qg,shengqi,sq,fennu,fn,skullandcrossbones,skull,crossbones,skullcrossbones,smileysemotion,facenegative	有毒|致命|表情|笑脸|情感|生气|愤怒
💩	pile of poo	Smileys & Emotion	face-costume	0.6	baba,bb,bianbian,dabian,db,shi,fen,fenbian,fb,biaoqing,bq,xiaolian,xl,qinggan,qg,pileofpoo,pile,poo,pilepoo,smileysemotion,facecostume	㞎㞎|便便|大便|屎|粪|粪便|表情|笑脸|情感
🤡	clown face	Smileys & Emotion	face-costume	3.0	chuyangxiang,cyx,chuchou,cc,xiaochou,xc,maxituan,mxt,biaoqing,bq,xiaolian,xl,qinggan,qg,clownface,clown,face,smileysemotion,facecostume	出洋相|出丑|小丑|马戏团|表情|笑脸|情感
👹	ogre	Smileys & Emotion	face-costume	0.6	yaoguai,yg,guiguai,gg,biaoqing,bq,xiaolian,xl,qinggan,qg,ogre,smileysemotion,facecostume	妖怪|鬼怪|表情|笑脸|情感
👺	goblin	Smileys & Emotion	face-costume	0.6	yaoguai,yg,yaowu,yw,yaojing,yj,biaoqing,bq,xiaolian,xl,qinggan,qg,goblin,smileysemotion,facecostume	妖怪|妖物|妖精|表情|笑脸|情感
👻	ghost	Smileys & Emotion	face-costume	0.6	youling,yl,youhun,yh,linghun,lh,gui,guihun,gh,hun,hunpo,hp,biaoqing,bq,xiaolian,xl,qinggan,qg,ghost,smileysemotion,facecostume	幽灵|幽魂|灵魂|鬼|鬼魂|魂|魂魄|表情|笑脸|情感
👽	alien	Smileys & Emotion	face-costume	0.6	waixingren,wxr,yixing,yx,biaoqing,bq,xiaolian,xl,qinggan,qg,alien,smileysemotion,facecostume	外星人|异形|表情|笑脸|情感
👾	alien monster	Smileys & Emotion	face-costume	0.6	xiangsuyouxi,xsyx,laoyouxi,lyx,youxi,yx,biaoqing,bq,xiaolian,xl,qinggan,qg,alienmonster,alien,monster,smileysemotion,facecostume	像素游戏|老游戏|游戏|表情|笑脸|情感
🤖	robot	Smileys & Emotion	face-costume	1.0	rengongzhineng,rgzn,jiqiren,jqr,biaoqing,bq,xiaolian,xl,qinggan,qg,robot,smileysemotion,facecostume	人工智能|机器人|表情|笑脸|情感
😺	grinning cat	Smileys & Emotion	cat-face	0.6	bucuoa,bca,zhenhao,zh,gaoxing,gx,kaixin,kx,kuaile,kl,xiaolian,xl,biaoqing,bq,qinggan,qg,mao,maolian,ml,grinningcat,grinning,cat,smileysemotion,catface	不错啊|真好|高兴|开心|快乐|笑脸|表情|情感|猫|猫脸
😸	grinning cat with smiling eyes	Smileys & Emotion	cat-face	0.6	ha,haha,hh,xiao,xiaole,xl,kaixin,kx,gaoxing,gx,kuaile,kl,xiaolian,weixiao,wx,biaoqing,bq,qinggan,qg,mao,maolian,ml,grinningcatwithsmilingeyes,grinning,cat,smiling,eyes,grinningcat,catsmiling,smilingeyes,smileysemotion,catface	哈|哈哈|笑|笑了|开心|高兴|快乐|笑脸|微笑|表情|情感|猫|猫脸
😹	cat with tears of joy	Smileys & Emotion	cat-face	0.6	kuxiao,kx,haojiujie,hjj,xiaoku,xk,kaixin,kuaile,kl,xiyue,xy,yanlei,yl,ku,nanguo,ng,cha,biaoqing,bq,xiaolian,xl,qinggan,qg,mao,maolian,ml,catwithtearsofjoy,cat,tears,joy,cattears,tearsjoy,smileysemotion,catface	哭笑|好纠结|笑哭|开心|快乐|喜悦|眼泪|哭|难过|茶|表情|笑脸|情感|猫|猫脸
😻	smiling cat with heart-eyes	Smileys & Emotion	cat-face	0.6	xiai,xa,xihuan,xh,xihuanni,xhn,haochi,hc,xiangchi,xc,xiangyao,xy,kewang,kw,piaoliang,pl,reai,ra,meiwei,mw,meinv,mn,jingxia,jx,kaixin,kx,gaoxing,gx,kuaile,kl,weixiao,wx,ai,aixin,ax,biaoqing,bq,xiaolian,xl,qinggan,qg,mao,maolian,ml,smilingcatwithhearteyes,smiling,cat,heart,eyes,smilingcat,catheart,hearteyes,smileysemotion,catface	喜爱|喜欢|喜欢你|好吃|想吃|想要|渴望|漂亮|热爱|美味|美女|靓瞎|开心|高兴|快乐|微笑|爱|爱心|表情|笑脸|情感|猫|猫脸
😼	cat with wry smile	Smileys & Emotion	cat-face	0.6	niyeshi,nys,nicai,nc,jiayou,jy,jiunayang,jny,kaixin,kx,gaoxing,gx,kuaile,kl,weixiao,wx,biaoqing,bq,xiaolian,xl,qinggan,qg,mao,maolian,ml,catwithwrysmile,cat,wry,smile,catwry,wrysmile,smileysemotion,catface	你也是|你猜|加油|就那样|开心|高兴|快乐|微笑|表情|笑脸|情感|猫|猫脸
😽	kissing cat	Smileys & Emotion	cat-face	0.6	wenni,wn,qinyige,qyg,qinzui,qz,qinqin,qq,qin,qinwen,qw,biaoqing,bq,xiaolian,xl,qinggan,qg,mao,maolian,ml,kissingcat,kissing,cat,smileysemotion,catface	吻你|亲一个|亲嘴|亲亲|亲|亲吻|表情|笑脸|情感|猫|猫脸
🙀	weary cat	Smileys & Emotion	cat-face	0.6	kepa,kp,xiaren,xr,xiasi,xs,tianna,tn,tiana,ta,kongbu,kb,wodetian,wdt,jianzhile,jzl,jingsong,js,biaoqing,bq,xiaolian,xl,qinggan,qg,mao,maolian,ml,wearycat,weary,cat,smileysemotion,catface	可怕|吓人|吓死|天呐|天啊|恐怖|我的天|简直了|惊悚|表情|笑脸|情感|猫|猫脸
😿	crying cat	Smileys & Emotion	cat-face	0.6	bushiba,bsb,zenmehui,zmh,han,zhe,ku,nanguo,ng,shangxin,sx,biaoqing,bq,xiaolian,xl,qinggan,qg,mao,maolian,ml,cryingcat,crying,cat,smileysemotion,catface	不是吧|呃|啊|怎么会|汗|这|额|哭|难过|伤心|表情|笑脸|情感|猫|猫脸
😾	pouting cat	Smileys & Emotion	cat-face	0.6	heng,xiaoyang,xy,zhaosi,zs,sidingle,sdl,shengqi,sq,biaoqing,bq,xiaolian,xl,qinggan,qg,mao,maolian,ml,poutingcat,pouting,cat,smileysemotion,catface	哼|小样|找死|死定了|生气|表情|笑脸|情感|猫|猫脸
🙈	see-no-evil monkey	Smileys & Emotion	monkey-face	0.6	buzhunkan,bzk,bugankan,bgk,bunengkan,bnk,buxukan,bxk,maoyandi,myd,wubidi,wbd,haixiu,hx,wulian,wl,meiyankan,myk,meilianjianren,mljr,mengyanjing,myj,xiu,biaoqing,bq,xiaolian,xl,qinggan,qg,houzi,hz,houlian,hl,seenoevilmonkey,see,no,evil,monkey,seeno,noevil,evilmonkey,smileysemotion,monkeyface	不准看|不敢看|不能看|不许看|冇眼睇|唔畀睇|害羞|捂脸|没眼看|没脸见人|蒙眼睛|羞|表情|笑脸|情感|猴子|猴脸
🙉	hear-no-evil monkey	Smileys & Emotion	monkey-face	0.6	buzhunting,bzt,buganting,bgt,buting,bt,bunengting,bnt,buxuting,bxt,wubiting,wbt,wuerduo,wed,meitingkan,mtk,tingwudao,twd,biaoqing,bq,xiaolian,xl,qinggan,qg,houzi,hz,houlian,hl,hearnoevilmonkey,hear,no,evil,monkey,hearno,noevil,evilmonkey,smileysemotion,monkeyface	不准听|不敢听|不听|不能听|不许听|唔畀听|捂耳朵|没听看|听唔到|表情|笑脸|情感|猴子|猴脸
🙊	speak-no-evil monkey	Smileys & Emotion	monkey-face	0.6	buzhunshuo,bzs,buganshuo,bgs,bunengshuo,bns,buxushuo,bxs,bieluanshuo,bls,bieluanjiang,blj,wuhaojiang,whj,wubijiang,wbj,shayemeishuo,syms,wuzui,wz,meishuo,ms,shuobuchu,sbc,biaoqing,bq,xiaolian,xl,qinggan,qg,houzi,hz,houlian,hl,speaknoevilmonkey,speak,no,evil,monkey,speakno,noevil,evilmonkey,smileysemotion,monkeyface	不准说|不敢说|不能说|不许说|别乱说|别乱讲|唔好讲|唔畀讲|啥也没说|捂嘴|没说|说不出|表情|笑脸|情感|猴子|猴脸
💌	love letter	Smileys & Emotion	heart	0.6	qingshu,qs,biaoqing,bq,xiaolian,xl,qinggan,qg,loveletter,love,letter,smileysemotion,heart	情书|表情|笑脸|情感
💘	heart with arrow	Smileys & Emotion	heart	0.6	yuelao,yl,hongniang,hn,qiubite,qbt,ai,aixin,ax,xihuan,xh,biaoqing,bq,xiaolian,xl,qinggan,qg,heartwitharrow,heart,arrow,heartarrow,smileysemotion	月老|红娘|邱比特|爱|爱心|喜欢|表情|笑脸|情感
💝	heart with ribbon	Smileys & Emotion	heart	0.6	caili,cl,liwu,lw,pinli,pl,ai,aixin,ax,xihuan,xh,biaoqing,bq,xiaolian,xl,qinggan,qg,heartwithribbon,heart,ribbon,heartribbon,smileysemotion	彩礼|礼物|聘礼|爱|爱心|喜欢|表情|笑脸|情感
💖	sparkling heart	Smileys & Emotion	heart	0.6	zhenxin,zx,shanliangzhixin,slzx,ai,aixin,ax,xihuan,xh,biaoqing,bq,xiaolian,xl,qinggan,qg,sparklingheart,sparkling,heart,smileysemotion	真心|闪亮之心|爱|爱心|喜欢|表情|笑脸|情感
💗	growing heart	Smileys & Emotion	heart	0.6	aixin,ax,chunxin,cx,ai,xihuan,xh,biaoqing,bq,xiaolian,xl,qinggan,qg,growingheart,growing,heart,smileysemotion	爱心|春心|爱|喜欢|表情|笑脸|情感
💓	beating heart	Smileys & Emotion	heart	0.6	xindong,xd,xintiao,xt,ai,aixin,ax,xihuan,xh,biaoqing,bq,xiaolian,xl,qinggan,qg,beatingheart,beating,heart,smileysemotion	心动|心跳|爱|爱心|喜欢|表情|笑脸|情感
💞	revolving hearts	Smileys & Emotion	heart	0.6	xinzhiwu,xzw,xinyoulingxi,xylx,wudongzhixin,wdzx,ai,aixin,ax,xihuan,xh,biaoqing,bq,xiaolian,xl,qinggan,qg,revolvinghearts,revolving,hearts,smileysemotion,heart	心之舞|心有灵犀|舞动之心|爱|爱心|喜欢|表情|笑脸|情感
